grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
1396601,1,96,METSEMOTLHABA,MOREMA (67538011),BW,-24.95,26.066667,4167,-999,1975,1989,15,12.31912397,,,,,1975,1989,15,0.551,0.551,0.551
6140100,6,40,METUJE,MARSOV NAD METUJU,CZ,50.53,16.1898,94.6,418.02,1910,2018,109,0,,,,,1910,2018,109,1.087,1.087,1.087
6140101,6,40,METUJE,HRONOV,CZ,50.4832,16.1808,248.5,363.52,1910,2018,109,0,,,,,1910,2018,109,2.78,2.78,2.78
6118210,6,18,MEU,MONFORT-SUR-MEU (LABBAYE),FR,48.127513,-1.944756,468,83.5,1968,2012,45,0,,,,,1968,2012,45,3.059,3.059,3.059
1160398,1,60,MEULRIVIER,VOGELFONTEIN (27693320),ZA,-33.460833,21.960278,35,583,1975,2018,44,0.676903792,,,,,1975,2018,44,0.054,0.054,0.054
6136160,6,36,MEURTHE,SAINT-DIE,FR,48.283656,6.955499,374,379.49,1967,2012,46,0,,,,,1967,2012,46,7.793,7.793,7.793
6970500,6,70,MEZEN',MALONISOGORSKAYA,RU,65.033333,45.616665,56400,18.6,1920,2010,91,1.563399485,1920,2014,95,15.98939929,1920,2014,95,649.94,649.94,649.94
6970501,6,70,MEZEN',PYSSA,RU,64.166664,48.816666,16100,-999,,,,,1961,1995,35,0,1961,1995,35,187.406,187.406,187.406
6970502,6,70,MEZEN',MAKAR-YB,RU,63.633335,49.45,6450,-999,,,,,1931,1988,58,0.287356322,1931,1988,58,86.189,86.189,86.189
6970505,6,70,MEZENSKAYA PIZHMA,LARKINO,RU,64.633331,49.099998,2930,-999,,,,,1946,1986,41,1.219512195,1946,1986,41,40.852,40.852,40.852
1290320,1,90,MFWISI,MTATUMBILA (55133003),TZ,-7.55,31.166667,698,-999,1975,1981,7,15.75400168,,,,,1975,1981,7,1.825,1.825,1.825
1286500,1,86,MGETA,MGETA,TZ,-8.32,36.07,101,975,1978,1980,3,0,1978,1980,3,0,1978,1980,3,0.376,0.376,0.376
1286501,1,86,MGETA,D/S MCHOMBE MISSION (55233015),TZ,-8.333333,36.116667,395,-999,1957,1975,19,20.11684826,,,,,1957,1975,19,12.324,12.324,12.324
1286502,1,86,MGETA,U/S BRIDGE (55233050),TZ,-8.336111,36.086111,395,-999,1974,1976,3,15.84948689,,,,,1974,1976,3,0.05,0.05,0.05
1289460,1,89,MGETA,MGETA (55223302),TZ,-7.037222,37.566667,40,-999,1954,1988,35,2.597507687,,,,,1954,1988,35,2.626,2.626,2.626
1160610,1,60,MGQAKWEBE,MSENGE RIDGE (27672206),ZA,-32.858333,27.370556,121,397,1948,2018,71,9.713307659,,,,,1948,2018,71,0.329,0.329,0.329
1160611,1,60,MGQAKWEBE,SHESHEGU (27672209),ZA,-32.915278,27.386111,103,372,1947,2018,72,14.32894132,,,,,1947,2018,72,0.122,0.122,0.122
1160612,1,60,MGQAKWEBE,JEFTAS LOC 29 (27672212),ZA,-32.786944,27.262778,15,551,1959,1997,39,1.061065396,,,,,1959,1997,39,0.134,0.134,0.134
1599110,1,99,MHLATUZANE RIVER,MADLENYA (68632219),SZ,-26.727778,31.725,525,-999,1971,1991,21,40.01368925,,,,,1971,1991,21,1.959,1.959,1.959
1599111,1,99,MHLATUZANE RIVER,SITHOBELA (68632212),SZ,-26.838889,31.585278,368,-999,1965,1992,28,34.5991984,,,,,1965,1992,28,1.235,1.235,1.235
1160975,1,60,MHLATUZE,RIVERVIEW (27650309),ZA,-28.748056,31.745556,2428,54,1962,2018,57,20.30432017,,,,,1962,2018,57,4.303,4.303,4.303
1599120,1,99,MHLATUZE,MALOMA (68632213),SZ,-26.934722,31.658333,225,-999,1967,1992,26,28.01086957,,,,,1967,1992,26,0.81,0.81,0.81
2912680,2,12,MIASS,KARGAPOLJE,RU,55.95,64.43,21400,-999,,,,,1936,1989,54,22.22222222,1936,1989,54,16.961,16.961,16.961
2912681,2,12,MIASS,KARACHELSKOJE,RU,55.38,63.22,14600,-999,,,,,1954,1980,27,2.201257862,1954,1980,27,14.73,14.73,14.73
2912682,2,12,MIASS,NOVOJE POLE,RU,55.32,61.35,5680,-999,,,,,1961,1988,28,0.595238095,1961,1988,28,9.331,9.331,9.331
2912683,2,12,MIASS,SOSNOVKA,RU,55.07,61.27,5300,-999,,,,,1936,1966,31,1.377410468,1936,1966,31,12.669,12.669,12.669
2912684,2,12,MIASS,KOSTILY,RU,55.18,61.08,4590,-999,,,,,1971,1989,19,3.947368421,1971,1989,19,10.879,10.879,10.879
2912685,2,12,MIASS,NOVOANDREJEVKA,RU,55.33,60.23,1830,-999,,,,,1937,1989,53,20.44025157,1937,1989,53,6.764,6.764,6.764
2912686,2,12,MIASS,SEVERNYE PECHI,RU,55.02,60.12,1520,-999,,,,,1969,1977,9,44.55445545,1969,1977,9,4.556,4.556,4.556
4232800,4,32,MICHIPICOTEN RIVER,HIGH FALLS,CA,47.9014,-84.7097,5130,-999,1920,2017,98,2.359683128,,,,,1920,2017,98,68.953,68.953,68.953
4772610,4,72,"MICO, RIO",MUELLE DE LOS BUEYES,NI,12.07,-84.53,1613,30,1971,1988,18,16.27654627,1971,1988,18,14.62264151,1971,1988,18,48.338,48.338,48.338
1196564,1,96,MIDDELFONTEINSPRUIT,MIDDELFONTEIN (27544020),ZA,-24.671389,28.560278,43,1138,1973,2018,46,1.10895649,,,,,1973,2018,46,0.095,0.095,0.095
1159860,1,59,MIDDELVLEISPRUIT,MIDDELVLEI (27817426),ZA,-26.232778,27.668611,26,1614,1957,1996,40,13.14068762,,,,,1957,1996,40,0.011,0.011,0.011
4150470,4,50,MIDDLE CONCHO RIVER,"NEAR TANKERSLEY,TX",US,31.3766,-100.6143,6871.3,585.07,1930,1961,32,0,,,,,1930,1961,32,1.152,1.152,1.152
4150471,4,50,MIDDLE CONCHO RIVER,"ABOVE TANKERSLEY,TX",US,31.4274,-100.7112,5397.6,605.48,1961,2019,59,9.414245548,,,,,1961,2019,59,0.36,0.36,0.36
4220430,4,20,MIDDLE CREEK,ABOVE LODGE CREEK,CA,49.1003,-109.8172,716,-999,1910,2017,108,51.26963084,,,,,1910,2017,108,n.a.,n.a.,n.a.
4220431,4,20,MIDDLE CREEK,NEAR GOVENLOCK,CA,49.2283,-109.8158,655,-999,1968,2017,50,30.42495728,,,,,1968,2017,50,n.a.,n.a.,n.a.
4220432,4,20,MIDDLE CREEK,NEAR SASKATCHEWAN BOUNDARY,CA,49.4247,-110.0525,305,-999,1910,2017,108,53.38976569,,,,,1910,2017,108,n.a.,n.a.,n.a.
4146340,4,46,MIDDLE FORK COYOTE CREEK,"NEAR GILROY, CA",US,37.0777,-121.4944,282.3,241,1960,2019,60,37.63521424,,,,,1960,2019,60,1.191,1.191,1.191
4115224,4,15,MIDDLE FORK JOHN DAY RIVER,"RITTER, OR",US,44.8888,-119.1414,1333.9,775.58,1929,2018,90,0,,,,,1929,2018,90,7.262,7.262,7.262
4145200,4,45,MIDDLE FORK SNOQUALMIE RIVER,"NEAR TANNER, WASH.",US,47.4859,-121.6479,398.9,237.74,1961,2019,59,1.713082144,,,,,1961,2019,59,35.268,35.268,35.268
4123290,4,23,MIDDLE ISLAND CREEK,"LITTLE, WV",US,39.4751,-80.9972,1186.2,192.43,1915,2019,105,24.5636239,,,,,1915,2019,105,18.427,18.427,18.427
4122637,4,22,MIDDLE LOUP RIVER,"ST.PAUL, NEBR.",US,41.2036,-98.4465,20914.3,541.51,1928,2018,91,0,,,,,1928,2018,91,32.281,32.281,32.281
4122638,4,22,MIDDLE LOUP RIVER,"DUNNING, NEBR.",US,41.8306,-100.106,4739.7,793.74,1945,2019,75,31.30729671,,,,,1945,2019,75,12.989,12.989,12.989
6731237,6,31,MIDDOLA,MIDDAL,NO,59.95,6.98,44.9,840,1968,2015,48,39.99298164,,,,,1968,2015,48,3.26,3.26,3.26
1288150,1,88,MIESI,MIKELE (55250009),TZ,-11.075,38.872222,809,-999,1971,1989,19,28.96222319,,,,,1971,1989,19,0.313,0.313,0.313
4208921,4,8,MIETTE RIVER,NEAR JASPER,CA,52.863888,-118.10584,630,-999,1914,2015,102,52.2431493,1914,1993,80,66.80628272,1914,2015,102,10.529,10.529,10.529
2909950,2,9,MIKHANSKYY,VELMO 2,RU,61.02,93.42,32.3,-999,1978,1987,10,0,1978,1987,10,0,1978,1987,10,0.303,0.303,0.303
2903090,2,3,MIL',MONNUBUT,RU,59.78,132.5,4190,-999,,,,,1957,1992,36,33.41176471,1957,1992,36,3.731,3.731,3.731
1547760,1,47,MILIMA,MILIMA PUMP HOUSE,ZM,-10.15,31.25,67,-999,1970,2005,36,32.29852133,,,,,1970,2005,36,0.656,0.656,0.656
4120200,4,20,MILK RIVER,"NASHUA, MT",US,48.1297,-106.3645,57839.9,618.06,1939,2019,81,0,,,,,1939,2019,81,19.086,19.086,19.086
4120201,4,20,MILK RIVER,"NEAR DODSON, MT",US,48.4031,-108.2937,28987.3,685.8,1982,2018,37,42.03898961,,,,,1982,2018,37,4.665,4.665,4.665
4120202,4,20,MILK RIVER,"HAVRE, MT",US,48.5639,-109.6958,14983.2,751.41,1898,2018,121,27.27128227,,,,,1898,2018,121,10.96,10.96,10.96
4220500,4,20,MILK RIVER,EASTERN CROSSING OF INTERN. BOUNDARY,CA,48.9842,-110.4694,6490,-999,1909,2018,110,31.85532384,,,,,1909,2018,110,10.924,10.924,10.924
4220501,4,20,MILK RIVER,MILK RIVER,CA,49.1436,-112.0789,2720,-999,1909,2018,110,0.754509569,,,,,1909,2018,110,9.042,9.042,9.042
4220502,4,20,MILK RIVER,WESTERN CROSSING OF INTERN. BOUNDARY,CA,49.0075,-112.545,1050,-999,1931,2018,88,31.92492661,,,,,1931,2018,88,n.a.,n.a.,n.a.
4584280,4,84,MILK RIVER,REST,JM,17.880469,-77.346442,685,8,1968,1993,26,14.30978204,,,,,1968,1993,26,1.361,1.361,1.361
4584290,4,84,MILK RIVER,SCOTTS PASS,JM,18.003664,-77.382692,288,107,1970,2018,49,7.566957993,,,,,1970,2018,49,0.849,0.849,0.849
4150400,4,50,MILL CREEK,"NEAR BELLVILLE, TEX.",US,29.8811,-96.2052,973.8,37.44,1963,2019,57,11.68888238,,,,,1963,2019,57,6.482,6.482,6.482
4243230,4,43,"MILLE ILES, RIVIERE DES",EN AVAL DU LAC DES DEUX MONTAGNES,CA,45.5417,-73.8731,146000,-999,1913,1961,49,10.21120714,1913,1961,49,10.27874564,1913,1961,49,205.292,205.292,205.292
1634500,1,34,MILO,KANKAN,GN,10.3833,-9.3,9620,361,1938,2001,64,18.00190956,1939,2007,69,50.54545455,1938,2007,70,181.924,181.924,181.924
1634550,1,34,MILO,KONSANKORO,GN,9.03,-9,1000,-999,1955,1980,26,40.82432719,1955,1980,26,40.32258065,1955,1980,26,30.744,30.744,30.744
1634560,1,34,MILO,KEROUANE,GN,9.27,-9.02,-999,-999,1970,1980,11,45.34944824,1970,1980,11,44,1970,1980,11,42.788,42.788,42.788
2910633,2,10,MIL'TYUSH,ULIBINO,RU,54.58,82.92,514,-999,,,,,1980,1987,8,3.125,1980,1987,8,0.733,0.733,0.733
4133300,4,33,MILWAUKEE RIVER,"MILWAUKEE, WIS.",US,43.1,-87.909,1802.6,185.08,1914,2018,105,0,,,,,1914,2018,105,13.011,13.011,13.011
6125350,6,25,MIMENTO,FLORAC,FR,44.316666,3.6,125,-999,1976,1991,16,0,1976,1991,16,0,1976,1991,16,3.407,3.407,3.407
5101303,5,1,MIMOSA CREEK,REDCLIFFE,AU,-24.338639,149.583889,2473,127,1957,2007,51,0,1957,1994,38,55.25727069,1957,2007,51,1.837,1.837,1.837
6607750,6,7,"MIMRAM, RIVER",PANSHANGER PARK,GB,51.80342446,-0.141273498,133.9,47.1,1952,2018,67,0,1995,1997,3,0,1952,2018,67,0.526,0.526,0.526
1104200,1,4,"MINA, OUED",OUED EL-ABTAL,DZ,35.5,0.68,6635,205,,,,,1976,1978,3,0,1976,1978,3,2.578,2.578,2.578
2427700,2,27,"MINAB, RUDKHANEH-YE",BERANTIN,IR,27.2725,57.191389,10200,130,1962,2016,55,2.418496172,1965,1984,20,27.19665272,1962,2016,55,7.658,7.658,7.658
4116150,4,16,MINAM RIVER,"MINAM, OR",US,45.6199,-117.7266,621.6,774.34,1912,2019,108,48.03324808,,,,,1912,2019,108,12.877,12.877,12.877
6342110,6,42,MINDEL,OFFINGEN,DE,48.482578,10.362487,951,436.4,1940,2010,71,2.852348993,,,,,1940,2010,71,11.93,11.93,11.93
2910755,2,10,MINGER,ISHTAN,RU,57.17,84.13,517,-999,,,,,1978,1981,4,28.125,1978,1981,4,n.a.,n.a.,n.a.
4584300,4,84,"MINHO, RIO",ALLEY,JM,17.814522,-77.269008,513,-999,1968,1978,11,0.081366965,,,,,1968,1978,11,4.262,4.262,4.262
4584400,4,84,"MINHO, RIO",DANKS,JM,18.106403,-77.257147,216,168,1967,2019,53,0.168883259,,,,,1967,2019,53,3.603,3.603,3.603
4584450,4,84,"MINHO, RIO",KUPUIS,JM,18.110936,-77.296589,112,183,1967,2019,53,2.269368799,,,,,1967,2019,53,1.891,1.891,1.891
4584500,4,84,"MINHO, RIO",SUTTONS,JM,18.084508,-77.236672,231,-999,1955,1971,17,31.24896334,,,,,1955,1971,17,3.216,3.216,3.216
6574100,6,74,MINIJA,KARTENA,LT,55.93333333,21.48333333,1220,17.9,1933,2009,77,15.59166548,1978,1986,9,0,1933,2009,77,15.565,15.565,15.565
6574102,6,74,MINIJA,LANKUPAI,LT,55.48333333,21.36666667,-999.9,-999,1993,2000,8,74.98288843,,,,,1993,2000,8,25.992,25.992,25.992
6574104,6,74,MINIJA,VAINAICIAI,LT,55.83333333,21.88333333,-999.9,-999,1986,1987,2,0,,,,,1986,1987,2,n.a.,n.a.,n.a.
6972866,6,72,MININ'KA,TUNGOZERO,RU,65.75,31.25,232,-999,,,,,1978,1988,11,0,1978,1988,11,2.73,2.73,2.73
4119460,4,19,MINNESOTA RIVER,"NEAR JORDAN, MN",US,44.693,-93.6419,41958,210.31,1934,2018,85,0,,,,,1934,2018,85,140.089,140.089,140.089
4119461,4,19,MINNESOTA RIVER,"MONTEVIDEO, MN",US,44.9333,-95.7336,16006.2,277.1,1909,2018,110,3.254111512,,,,,1909,2018,110,29.412,29.412,29.412
4213565,4,13,MINNEWASTA CREEK,NEAR BEULAH,CA,50.275,-101.0153,394,-999,1977,1994,18,62.9423901,1977,1994,18,63.28502415,1977,1994,18,n.a.,n.a.,n.a.
6111100,6,11,"MINO, RIO",FOZ DO MOURO,PT,42.08,-8.38,15457,9,1982,1989,8,14.35275714,1976,1984,9,0,1976,1989,14,343.465,343.465,343.465
6211100,6,11,"MINO, RIO",ORENSE,ES,42.35,-7.87,12925,-999,,,,,1914,1990,77,23.16017316,1914,1990,77,244.234,244.234,244.234
6935100,6,35,MINSTER,EUTAL,CH,47.0806,8.8138,59.2,941.973,1960,2016,57,0,,,,,1960,2016,57,3.173,3.173,3.173
2909265,2,9,MINUSINKA,MINUSINKA,RU,53.7,91.78,176,-999,,,,,1954,1993,40,12.39495798,1954,1993,40,0.223,0.223,0.223
2903307,2,3,MINYA,MINYA,RU,56.58,107.85,4800,-999,,,,,1956,1990,35,1.694915254,1956,1990,35,113.097,113.097,113.097
3843100,3,43,"MIRA, RIO",LITA,EC,0.849167,-78.463611,4960,475,1963,2005,43,31.40775436,1966,1988,23,15.2173913,1963,2005,43,144.027,144.027,144.027
3667200,3,67,"MIRANDA, RIO",MIRANDA,BR,-20.2408,-56.3961,15460,108,1965,2006,42,6.693280106,1965,1978,14,0,1965,2006,42,98.96,98.96,98.96
3269300,3,69,MIRINAY RIO,PASO LEDESMA,AR,-29.83,-57.68,10056,-999,1968,2015,48,11.90532266,1968,2014,47,12.72401434,1968,2015,48,139.651,139.651,139.651
3471100,3,71,MIRINAY RIO,RIO BRANCO,UY,-32.53,-53.47,-999,-999,1940,1990,51,16.1316298,,,,,1940,1990,51,1.687,1.687,1.687
6545120,6,45,MIRNA,GABRJE 1,SI,45.9873,15.2144,268,212.127,1961,1992,32,0,,,,,1961,1992,32,4.469,4.469,4.469
6373216,6,73,MISA,APSITES,LV,56.703437,23.782371,600,-999,1986,1993,8,50,,,,,1986,1993,8,3.91,3.91,3.91
6373462,6,73,MISA,LIELVEISI,LV,56.66,23.55,618,4,1993,1995,3,33.33333333,,,,,1993,1995,3,2.152,2.152,2.152
4214530,4,14,MISSINAIBI RIVER,MATTICE,CA,49.616665,-83.263336,8940,220,1920,2017,98,0,1920,1996,77,0,1920,2017,98,101.675,101.675,101.675
4214531,4,14,MISSINAIBI RIVER,BELOW WABOOSE RIVER,CA,50.5833,-82.1167,22900,-999,1972,2017,46,1.333174622,,,,,1972,2017,46,240.945,240.945,240.945
4215120,4,15,MISSION CREEK,NEAR EAST KELOWNA,CA,49.8789,-119.4131,811,-999,1949,2015,67,13.55153603,,,,,1949,2015,67,6.151,6.151,6.151
4143790,4,43,MISSISQUOI RIVER,"NEAR EAST BERKSHIRE, VT.",US,44.96,-72.6965,1240.6,124.97,1915,2018,104,5.431411531,,,,,1915,2018,104,27.787,27.787,27.787
4119100,4,19,MISSISSIPPI RIVER,"ST.PAUL, MN",US,44.9336,-93.1058,95312,208.37,1892,2017,126,1.712157187,,,,,1892,2017,126,354.487,354.487,354.487
4119101,4,19,MISSISSIPPI RIVER,"AITKIN, MN",US,46.5405,-93.7075,15902.6,360.4,1945,2019,75,0,,,,,1945,2019,75,83.244,83.244,83.244
4119300,4,19,MISSISSIPPI RIVER,"KEOKUK, IA",US,40.3937,-91.3743,308210,145.52,1878,2018,141,0.104880844,,,,,1878,2018,141,1953.534,1953.534,1953.534
4119650,4,19,MISSISSIPPI RIVER,"CLINTON, IA",US,41.7806,-90.2521,221704,171.51,1873,2019,147,0.117986366,1965,1984,20,5,1873,2019,147,1418.591,1418.591,1418.591
4119800,4,19,MISSISSIPPI RIVER,"ALTON, ILL.",US,38.885,-90.1809,444185,-999,1933,1987,55,3.04933186,1927,1984,58,5.531295488,1927,1987,61,2999.722,2999.722,2999.722
4127500,4,27,MISSISSIPPI RIVER,"NEAR ARKANSAS CITY, ARK",US,33.5576,-91.2376,2928254,29.46,1928,1980,53,0,,,,,1928,1980,53,15774.224,15774.224,15774.224
4127501,4,27,MISSISSIPPI RIVER,"THEBES, IL",US,37.2167,-89.464,1847188,91.44,1933,2019,87,2.321003334,,,,,1933,2019,87,6149.687,6149.687,6149.687
4127502,4,27,MISSISSIPPI RIVER,"CHESTER, IL",US,37.9028,-89.8362,1835274,103.95,1942,2019,78,0,,,,,1942,2019,78,6075.215,6075.215,6075.215
4127503,4,27,MISSISSIPPI RIVER,"ST. LOUIS, MO",US,38.6289,-90.1798,1805230,115.81,1880,2019,140,0,,,,,1880,2019,140,5429.568,5429.568,5429.568
4127800,4,27,MISSISSIPPI RIVER,"VICKSBURG, MS",US,32.315,-90.9058,2964255,14.09,1931,2019,89,1.31751483,1928,1983,56,63.22869955,1928,2019,92,17543.121,17543.121,17543.121
4127930,4,27,MISSISSIPPI RIVER,"TARBERT LANDING, MS",US,31.0085,-91.6237,3250000,2,1982,1991,10,77.79129906,1965,1984,20,25,1965,1991,27,14687.49,14687.49,14687.49
4127935,4,27,MISSISSIPPI RIVER,RED RIVER LANDING AT SIMMESPORT,US,30.9833,-91.8,-999,-999,,,,,1928,1964,37,0,1928,1964,37,17846.682,17846.682,17846.682
4120900,4,20,MISSOURI RIVER,"NEAR CULBERTSON, MT",US,48.125,-104.4727,237132.6,574.06,1941,2018,78,8.090110513,1965,1984,20,5,1941,2018,78,282.101,282.101,282.101
4120902,4,20,MISSOURI RIVER,"VIRGELLE, MT",US,48.005,-110.2577,89041.6,764.29,1935,2019,85,0,,,,,1935,2019,85,232.948,232.948,232.948
4120903,4,20,MISSOURI RIVER,"TOSTON, MT",US,46.146,-111.4205,37992.7,1190.45,1890,2019,130,33.96797831,,,,,1890,2019,130,143.679,143.679,143.679
4121800,4,21,MISSOURI RIVER,"YANKTON, S.D.",US,42.8661,-97.3939,723905,347.37,1930,1995,66,0,1930,1984,55,0,1930,1995,66,739.824,739.824,739.824
4121801,4,21,MISSOURI RIVER,"OMAHA, NE",US,41.2589,-95.9225,846305.8,289.02,1928,2019,92,0,,,,,1928,2019,92,926.025,926.025,926.025
4121802,4,21,MISSOURI RIVER,"BISMARCK, ND",US,46.8142,-100.8214,482776,493.25,1927,2018,92,0.456333123,,,,,1927,2018,92,632.203,632.203,632.203
4122650,4,22,MISSOURI RIVER,"NEBRASKA CITY, NEBR.",US,40.6819,-95.8469,1072153.8,275.95,1929,2019,91,0,1965,1984,20,0,1929,2019,91,1108.921,1108.921,1108.921
4122900,4,22,MISSOURI RIVER,"HERMANN, MO.",US,38.71,-91.4393,1357678,146.78,1928,2019,92,0,1897,1988,92,0.824175824,1897,2019,123,2334.358,2334.358,2334.358
4122901,4,22,MISSOURI RIVER,"BOONVILLE, MO",US,38.9784,-92.7538,1296813,172.34,1925,2019,95,0,,,,,1925,2019,95,1836.281,1836.281,1836.281
4122902,4,22,MISSOURI RIVER,"KANSAS CITY, MO",US,39.1119,-94.588,1253819,215.31,1928,2019,92,0,,,,,1928,2019,92,1511.27,1511.27,1511.27
4122903,4,22,MISSOURI RIVER,"RULO, NE",US,40.0536,-95.4222,1084844.8,255.19,1949,2019,71,0,,,,,1949,2019,71,1245.576,1245.576,1245.576
5101208,5,1,MISTAKE CREEK,CHARLTON,AU,-22.505386,147.098897,2583,-999,1968,1993,26,12.78684907,1968,1993,26,13.42281879,1968,1993,26,3.12,3.12,3.12
4213640,4,13,MISTAYA RIVER,NEAR SASKATCHEWAN CROSSING,CA,51.8844,-116.6881,249,-999,1950,2015,66,13.29174865,,,,,1950,2015,66,6.389,6.389,6.389
6574114,6,74,MISUPE,STOSKAI,LT,54.76666667,23.06666667,-999.9,-999,1986,1993,8,65.16424752,,,,,1986,1993,8,0.209,0.209,0.209
5109200,5,9,MITCHELL RIVER,KOOLATAH,AU,-15.9509,142.3772,45872,19.71,1972,2012,41,2.448506343,1972,1995,24,22.69503546,1972,2012,41,229.913,229.913,229.913
5109201,5,9,MITCHELL RIVER,DUNBAR,AU,-15.9411,142.3742,45000,19.71,2009,2011,3,0,,,,,2009,2011,3,387.981,387.981,387.981
5302240,5,2,MITCHELL RIVER,ANGUSVALE (TABBERABBERA),AU,-37.6033,147.3367,3430,-999,1975,1986,12,0,1975,1986,12,0,1975,1986,12,21.856,21.856,21.856
5302242,5,2,MITCHELL RIVER,GLENALADALE,AU,-37.7636,147.3748,3903,37.854,1937,2011,75,0,1937,2002,66,0,1937,2011,75,27.085,27.085,27.085
5304019,5,4,MITTA MITTA RIVER,HINNOMUNJIE,AU,-36.946,147.6057,1518.7,544,1925,2011,87,0.022158911,,,,,1925,2011,87,14.055,14.055,14.055
6342960,6,42,MITTERNACHER OHE,EBERHARDSREUTH,DE,48.816254,13.358568,113,434,1950,2016,67,0,,,,,1950,2016,67,2,2,2
6574811,6,74,MITUVA,ZINDAICIAI,LT,55.1736,22.6923,-999.9,-999,1986,1993,8,79.14438503,,,,,1986,1993,8,3.189,3.189,3.189
2588920,2,88,MIYA-KAWA,IWADE,JP,34.46,136.66,780,-999,1993,2003,11,0.0248942,1993,2000,8,0,1993,2003,11,45.433,45.433,45.433
1160700,1,60,MKOMAZI,LOT93.1821 CAMDEN (27662505),ZA,-29.743611,29.904722,1744,921,1960,2018,59,3.325901152,1960,2001,42,1.014198783,1960,2018,59,18.795,18.795,18.795
1160701,1,60,MKOMAZI,DELOS ESTATE (27662506),ZA,-30.168889,30.696944,4358,30,1962,2007,46,8.722703428,,,,,1962,2007,46,29.951,29.951,29.951
1289050,1,89,MKOMAZI,GOMBA,TZ,-5.02,38.27,3340,380,1978,1979,2,7.945205479,1978,1979,2,8.333333333,1978,1979,2,18.801,18.801,18.801
1289330,1,89,MKONDOA RIVER,MBARAHWE (55221529),TZ,-6.595833,36.783333,78,-999,1969,1982,14,2.620439428,,,,,1969,1982,14,2.826,2.826,2.826
1599150,1,99,MKONDVO,MAWELAWELA (68632207),SZ,-26.830833,31.321667,3633,-999,1961,1991,31,19.32283608,,,,,1961,1991,31,12.688,12.688,12.688
1599151,1,99,MKONDVO,GEGE (68632225),SZ,-27.073333,31.048333,2404,-999,1976,1991,16,30.24826579,,,,,1976,1991,16,5.233,5.233,5.233
1289220,1,89,MKUSU RIVER,KIBOHERO (55213322),TZ,-4.729167,38.286111,24,-999,1975,1987,13,17.4074885,,,,,1975,1987,13,0.249,0.249,0.249
1160930,1,60,MKUZE,MORRISVALE (27650111),ZA,-27.660278,32.4225,5068,20,1970,1990,21,13.95286195,,,,,1970,1990,21,4.056,4.056,4.056
1160970,1,60,MLALAZI,ESHOWE (27650304),ZA,-28.872778,31.457222,20,481,1948,2018,71,4.591737214,,,,,1948,2018,71,0.097,0.097,0.097
1160974,1,60,MLALAZI TRIBUTARY,ESHOWE (27650325),ZA,-28.872778,31.457222,20,480,1959,1990,32,1.45972717,,,,,1959,1990,32,0.011,0.011,0.011
1160894,1,60,MLAMBONJA,KLEINERIVIER (27661741),ZA,-28.8125,29.310556,434,1139,1976,2018,43,1.198428291,,,,,1976,2018,43,6.858,6.858,6.858
1160895,1,60,MLAMBONJA,THE DELTA (27661704),ZA,-28.796111,29.302778,441,1128,1962,1975,14,8.632084919,,,,,1962,1975,14,6.12,6.12,6.12
1160709,1,60,MLAZI,NOOITGEDACHT (27662002),ZA,-29.748889,30.316944,104,851,1981,2018,38,1.849134136,,,,,1981,2018,38,0.445,0.445,0.445
1197310,1,97,MLUMATI,LOMATI (27613114),ZA,-25.673611,31.575278,1122,274,1968,2018,51,7.698999565,,,,,1968,2018,51,4.996,4.996,4.996
1599002,1,99,MLUMATI,NGONINI ESTATE (68613111),SZ,-25.805556,31.394444,573,-999,1955,1991,37,19.77232791,1955,1983,29,0.595238095,1955,1991,37,5.226,5.226,5.226
1599003,1,99,MLUMATI,MASHOBENI,SZ,-26.767222,31.484167,740,-999,1982,1990,9,23.5797399,1982,1990,9,23.95833333,1982,1990,9,4.29,4.29,4.29
1599140,1,99,MLUMATI,MATSAMO (68613134),SZ,-26.767222,31.484167,742,-999,1982,1990,9,22.80448139,,,,,1982,1990,9,4.806,4.806,4.806
1988120,1,88,MLUNGUSI,ZOMBA PLATEAU (65282008),MW,-15.359167,35.308889,18.1,-999,1985,1990,6,3.33863275,1985,1986,2,0,1985,1990,6,0.648,0.648,0.648
1598110,1,98,MNKENKE,RETURN FLOWS (68621037),SZ,-26.128056,31.873333,7,-999,1975,1991,17,28.43005703,,,,,1975,1991,17,0.095,0.095,0.095
2969452,2,69,"MO, NAM",SI BUN RUANG,TH,16.966,102.282,-999,-999,1978,1981,4,5.655930872,,,,,1978,1981,4,2.456,2.456,2.456
1219500,1,19,MOA,MOA BRIDGE,SL,7.81667,-11.16667,17150,50,1971,1975,5,0,1976,1977,2,0,1971,1977,7,436.792,436.792,436.792
1619600,1,19,MOA,NONGOA,GN,8.5,-10.33,5745,325,,,,,1976,1979,4,4.166666667,1976,1979,4,207.966,207.966,207.966
3624100,3,24,"MOA, RIO",SERRA DO MOA,BR,-7.4467,-73.6644,1136.6,-999,1973,2010,38,6.300436811,1973,1993,21,6.302521008,1973,2010,38,25.539,25.539,25.539
6233700,6,33,MOALVEN,VAESTERSEL,SE,63.43,18.29,1465.2,-999,1922,2019,98,0,1952,2018,67,0,1922,2019,98,15.957,15.957,15.957
